Assembly	X..contigs.....1000.bp.	X..contigs.....5000.bp.	X..contigs.....10000.bp.	X..contigs.....25000.bp.	X..contigs.....50000.bp.	Total.length.....1000.bp.	Total.length.....5000.bp.	Total.length.....10000.bp.	Total.length.....25000.bp.	Total.length.....50000.bp.	X..contigs	Largest.contig	Total.length	Reference.length	GC....	Reference.GC....	N50	NG50	N75	NG75	L50	LG50	L75	LG75	X..misassemblies	X..misassembled.contigs	Misassembled.contigs.length	X..local.misassemblies	X..unaligned.contigs	Unaligned.length	Genome.fraction....	Duplication.ratio	X..N.s.per.100.kbp	X..mismatches.per.100.kbp	X..indels.per.100.kbp	X..predicted.genes..unique.	X..predicted.genes.....0.bp.	X..predicted.genes.....300.bp.	X..predicted.genes.....1500.bp.	X..predicted.genes.....3000.bp.	Largest.alignment	NA50	NGA50	NA75	NGA75	LA50	LGA50	LA75	LGA75	gid	refLength	refMapping	group	assemblerGroup	X..genes	cov
Ray k51	42	4	4	0	0	113150	49385	49385	0	0	100	13849	153770	2199979	31,3	30,96	1689	NA	924	NA	14	NA	45	NA	8	6	49235	2	0 + 0 part	0	6,843	1,023	0	384,62	3,32	234	234	173	8	0	10214	1622	0	882	NA	19	NA	52	NA	1035930	2199979	220904	strain	4	64 + 111 part	15,06178014
Ray k51	8	0	0	0	0	10075	0	0	0	0	399	2152	257681	4677460	40,6	40,62	631	NA	558	NA	168	NA	277	NA	0	0	0	0	0 + 2 part	484	5,442	1,01	0	16,5	1,18	504	504	350	0	0	2152	631	0	556	NA	168	NA	277	NA	1036539	4677460	349514	uniq	4	47 + 623 part	11,20845502
Ray k51	21	18	18	17	13	2717090	2711640	2711640	2700350	2561251	21	647795	2717090	2659575	46,86	46,82	312738	312738	115490	115490	3	3	7	7	6	5	449181	0	0 + 2 part	294	99,634	1,025	0	1,62	0,08	2430	2489	2225	377	46	646600	312667	312667	102509	115490	3	3	8	7	1036554	2659575	8168678	uniq	4	5872 + 44 part	460,7133471
Ray k51	1	0	0	0	0	1271	0	0	0	0	1	1271	1271	3184472	60,11	61,56	1271	NA	1271	NA	1	NA	1	NA	0	0	0	0	0 + 0 part	0	0,04	1	0	0	0	1	1	1	0	0	1271	1271	0	1271	NA	1	NA	1	NA	1036608	3184472	122192	uniq	4	2 + 2 part	5,755679434
Ray k51	4	0	0	0	0	5016	0	0	0	0	206	1480	131370	2638923	28,44	27,72	620	NA	547	NA	87	NA	143	NA	2	2	1433	0	0 + 1 part	39	4,946	1,006	0	2,3	0	276	276	186	0	0	1480	618	0	547	NA	87	NA	144	NA	1036641	2638923	191369	uniq	4	58 + 560 part	10,87767623
Ray k51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1036707	4060624	72323	uniq	4	NA	2,671621406
Ray k51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1036728	2032530	37251	uniq	4	NA	2,749110714
Ray k51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1036743	5216281	73921	uniq	4	NA	2,125681113
Ray k51	241	196	171	105	35	6571696	6454757	6269711	5145486	2603426	243	154349	6573303	6467702	54,93	54,95	43563	44336	26872	28539	50	49	97	94	15	15	539210	3	0 + 3 part	285	98,695	1,03	0	1,38	0,05	5459	5578	4964	1007	134	154349	42231	42702	26333	26556	52	51	101	98	1036755	6467702	1342188	uniq	4	7012 + 225 part	31,12824308
Ray k51	0	0	0	0	0	0	0	0	0	0	2	550	1072	2431652	56,72	51,45	550	NA	522	NA	1	NA	2	NA	0	0	0	0	0 + 0 part	0	0,044	1	0	0	0	2	2	2	0	0	550	550	0	522	NA	1	NA	2	NA	1048783	2431652	107568	uniq	4	0 + 4 part	6,63548896
Ray k51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1048993	3845825	41609	uniq	4	NA	1,622889757
Ray k51	23	20	19	18	17	4131684	4124453	4118541	4101117	4073802	23	527463	4131684	4107985	65,68	65,68	306149	306149	168683	168683	6	6	10	10	3	3	285650	1	0 + 0 part	0	99,588	1,01	0	0,02	0	4058	4095	3683	510	39	527463	306149	306149	168683	168683	6	6	10	10	1049005	4107985	1346963	uniq	4	8083 + 68 part	49,18334658
Ray k51	574	34	15	6	1	1511430	444710	319399	209902	51486	683	51486	1598495	3268305	35,78	35,77	2594	NA	1647	NA	142	NA	336	NA	12	10	50814	0	0 + 0 part	0	46,596	1,05	0	34,34	0,33	1901	1917	1568	139	10	51486	2569	0	1630	NA	146	NA	342	NA	1049056	3268305	1639674	strain	4	1264 + 1108 part	75,25341117
Ray k51	1	0	0	0	0	1772	0	0	0	0	7	1772	5462	3125442	65,23	68,22	618	NA	535	NA	3	NA	5	NA	0	0	0	0	0 + 0 part	0	0,175	1	0	0	0	9	9	9	0	0	1772	618	0	535	NA	3	NA	5	NA	1049089	3125442	150629	uniq	4	6 + 17 part	7,229169506
Ray k51	662	314	139	12	4	4604611	3664720	2421528	672864	427489	730	136078	4657458	5192961	66,99	66,83	10477	9241	5601	4039	130	158	282	365	19	16	169686	1	0 + 5 part	1078	84,442	1,062	0	51,77	0,93	5057	5144	4349	513	32	136078	10321	9110	5526	3982	133	161	288	374	1052944	5192961	257982	strain	4	5316 + 844 part	7,451875722
Ray k51	189	55	19	2	0	841149	562170	301348	51901	0	356	26228	955676	4767709	64,3	67,04	6464	NA	2163	NA	41	NA	104	NA	15	12	108932	0	0 + 6 part	71521	17,849	1,039	0	182,73	4,23	1233	1239	870	97	9	23348	4674	0	1218	NA	54	NA	160	NA	1052947	4767709	753707	strain	4	879 + 509 part	23,71286712
Ray k51	49	38	27	6	0	634498	604505	525188	180579	0	52	37549	636982	5190212	65,54	66,83	18708	NA	13151	NA	13	NA	23	NA	21	16	208999	1	0 + 3 part	573	11,168	1,099	0	36,06	0,52	685	722	561	71	1	37549	15609	0	11109	NA	14	NA	26	NA	1053058	5190212	1025896	strain	4	820 + 92 part	29,64896232
Ray k51	37	31	27	26	23	7852457	7833935	7805150	7784195	7674860	41	936092	7854885	7278430	65,87	65,87	436316	465241	264937	342019	6	5	11	10	18	13	3588412	17	0 + 3 part	183	99,276	1,087	0	1,41	0,28	6344	6848	6329	1291	158	936092	382991	386054	182320	264937	8	7	14	12	1139_AG	7278430	6047605	uniq	4	9223 + 34 part	124,6341244
Ray k51	28	25	25	22	20	3687829	3683691	3683691	3622451	3557366	30	767019	3689410	3480877	73,28	73,29	182443	194885	135915	137474	5	4	11	10	14	9	1044545	3	0 + 1 part	7	99,75	1,063	0	1,99	0	3232	3427	3148	484	50	766457	174772	174772	126891	133499	5	5	12	11	1220_AD	3480877	5653969	uniq	4	6050 + 40 part	243,6441592
Ray k51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1220_AJ	3571513	17327	uniq	4	NA	0,727716797
Ray k51	1636	4	0	0	0	2625944	22159	0	0	0	2977	5915	3616510	4566645	68,94	68,92	1347	1149	963	617	934	1316	1724	2635	0	0	0	0	0 + 1 part	36	75,15	1,054	0	4,95	0	5637	5646	4238	110	3	5915	1347	1149	963	617	934	1316	1725	2635	1285_BH	4566645	557585	uniq	4	2013 + 4031 part	18,31492266
Ray k51	10	0	0	0	0	24618	0	0	0	0	10	4709	24618	2975898	45,75	46,71	3910	NA	1692	NA	3	NA	6	NA	1	1	4709	0	0 + 1 part	37	0,826	1	0	634,69	8,14	26	26	20	3	0	4079	3343	0	1692	NA	4	NA	6	NA	1286_AP	2975898	120657	strain	4	12 + 17 part	6,081710462
Ray k51	0	0	0	0	0	0	0	0	0	0	1	544	544	7207331	47,79	65,81	544	NA	544	NA	1	NA	1	NA	1	1	544	0	0 + 0 part	0	0,006	1,301	0	0	0	1	1	0	0	0	349	349	0	69	NA	1	NA	2	NA	1365_A	7207331	98969	uniq	4	0 + 0 part	2,059756934
Ray k51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample15_97	1103	484	circular_elem	4	NA	65,82048957
Ray k51	1	1	1	0	0	13599	13599	13599	0	0	1	13599	13599	12897	52,53	52,5	13599	13599	13599	13599	1	1	1	1	0	0	0	0	0 + 0 part	0	100	1,054	0	0	0	13	13	12	3	0	13599	13599	13599	13599	13599	1	1	1	1	Sample16_19	12897	2423	circular_elem	4	0 + 0 part	28,18097232
Ray k51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample18_57	3420	22197	circular_elem	4	NA	973,5526316
Ray k51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample18_8	8320	13686	circular_elem	4	NA	246,7427885
Ray k51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample19_20	9957	83975	circular_elem	4	NA	1265,064779
Ray k51	1	1	0	0	0	9929	9929	0	0	0	1	9929	9929	4959	35,27	35,27	9929	9929	9929	9929	1	1	1	1	0	0	0	0	0 + 0 part	0	100	2,002	0	0	0	7	11	11	2	0	9929	9929	9929	9929	9929	1	1	1	1	Sample19_52	4959	4513	circular_elem	4	0 + 0 part	136,5093769
Ray k51	1	1	0	0	0	9764	9764	0	0	0	1	9764	9764	4900	40,38	40,43	9764	9764	9764	9764	1	1	1	1	0	0	0	0	0 + 0 part	0	100	1,993	0	0	0	6	10	6	2	0	9764	9764	9764	9764	9764	1	1	1	1	Sample19_56	4900	1223	circular_elem	4	0 + 0 part	37,43877551
Ray k51	1	0	0	0	0	3446	0	0	0	0	1	3446	3446	2721	45,44	45,9	3446	3446	3446	3446	1	1	1	1	0	0	0	0	0 + 0 part	0	100	1,266	0	0	0	6	6	2	0	0	3443	3443	3443	3443	3443	1	1	1	1	Sample22_283	2721	509	circular_elem	4	0 + 0 part	28,05953693
Ray k51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample22_57	6280	9216	circular_elem	4	NA	220,1273885
Ray k51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample22_89	5236	24162	circular_elem	4	NA	692,1886937
Ray k51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample23_271	1739	266073	circular_elem	4	NA	22950,51754
Ray k51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample23_273	1734	614	circular_elem	4	NA	53,11418685
Ray k51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample23_288	1666	5165	circular_elem	4	NA	465,0360144
Ray k51	1	0	0	0	0	4019	0	0	0	0	1	4019	4019	2362	61,51	61,47	4019	4019	4019	4019	1	1	1	1	1	1	4019	0	0 + 0 part	0	100	1,702	0	0	0	5	6	4	0	0	2527	2527	2527	1492	2527	1	1	2	1	Sample6_289	2362	715	circular_elem	4	0 + 0 part	45,40643522
Ray k51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample6_476	1678	74	circular_elem	4	NA	6,615017878
Ray k51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample6_49	5285	5584	circular_elem	4	NA	158,4862819
Ray k51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample6_527	1550	13458	circular_elem	4	NA	1302,387097
Ray k51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample6_722	1210	530	circular_elem	4	NA	65,70247934
Ray k51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	Sample9_2	5544	2217	circular_elem	4	NA	59,98376623
Ray k51	1	0	0	0	0	1961	0	0	0	0	1	1961	1961	2080	53,95	53,61	1961	1961	1961	1961	1	1	1	1	0	0	0	0	0 + 0 part	0	94,279	1	0	0	0	2	2	1	0	0	1961	1961	1961	1961	1961	1	1	1	1	Sample9_65	2080	274	circular_elem	4	0 + 0 part	19,75961538
Ray k51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	evo_1035930.011	2264253	113983	strain	4	NA	7,551033387
Ray k51	352	171	63	2	0	2104357	1646983	867997	55382	0	387	27831	2131039	2413510	30,93	30,86	8823	7769	5531	3614	84	102	162	210	19	17	137251	0	0 + 9 part	1313	78,253	1,128	0	73,91	0,32	2650	2726	2051	192	14	27831	8190	7117	5232	3489	87	105	168	218	evo_1035930.029	2413510	2005302	strain	4	3167 + 409 part	124,629813
Ray k51	33	5	0	0	0	93917	36397	0	0	0	44	8536	102215	2296439	30,59	30,92	3126	NA	1602	NA	9	NA	20	NA	4	4	24650	0	0 + 0 part	0	4,398	1,013	0	243,55	1,98	146	146	104	7	0	8536	2929	0	1521	NA	10	NA	22	NA	evo_1035930.032	2296439	660938	strain	4	184 + 147 part	43,17149291
Ray k51	565	27	0	0	0	1314783	166067	0	0	0	700	8826	1421554	3363445	35,79	35,83	2377	NA	1644	NA	197	NA	376	NA	1	1	2185	0	0 + 0 part	0	40,116	1,054	0	207,07	1,63	2318	2334	1552	54	0	8826	2377	0	1620	NA	197	NA	377	NA	evo_1049056.011	3363445	3162133	strain	4	2109 + 1380 part	141,0220622
Ray k51	107	3	0	0	0	215512	16341	0	0	0	181	5843	268082	3524378	35,81	35,79	1748	NA	1225	NA	49	NA	95	NA	0	0	0	0	0 + 0 part	0	7,566	1,005	0	216,76	0	442	442	278	8	0	5843	1748	0	1225	NA	49	NA	95	NA	evo_1049056.013	3524378	670459	strain	4	328 + 345 part	28,53520536
Ray k51	133	4	0	0	0	294981	26716	0	0	0	165	7295	318989	3374338	36,05	35,84	2309	NA	1575	NA	48	NA	90	NA	3	2	5597	0	0 + 0 part	0	9,323	1,015	0	283,86	0,95	552	552	348	7	1	7295	2282	0	1544	NA	49	NA	91	NA	evo_1049056.015	3374338	1602347	strain	4	445 + 309 part	71,22939374
Ray k51	10	0	0	0	0	20088	0	0	0	0	15	4074	23364	3382970	35,91	35,84	2004	NA	1284	NA	5	NA	8	NA	1	1	2410	0	0 + 0 part	0	0,689	1,002	0	917,9	4,29	38	38	26	1	0	4074	2004	0	1284	NA	5	NA	8	NA	evo_1049056.031	3382970	149277	strain	4	15 + 21 part	6,618902917
Ray k51	64	4	2	0	0	128675	36052	20721	0	0	134	10618	181511	3264668	35,57	35,82	1404	NA	941	NA	33	NA	72	NA	8	6	43275	0	0 + 0 part	0	5,286	1,062	0	158,77	4,64	269	273	201	7	0	6415	1343	0	918	NA	39	NA	80	NA	evo_1049056.039	3264668	21546	strain	4	152 + 301 part	0,989962838
Ray k51	5	0	0	0	0	6583	0	0	0	0	78	1738	50694	3384405	46,93	46,7	599	NA	536	NA	32	NA	54	NA	0	0	0	0	0 + 0 part	0	1,496	1,001	0	19,75	0	108	108	61	0	0	1738	599	0	536	NA	32	NA	54	NA	evo_1286_AP.008	3384405	409851	strain	4	31 + 156 part	18,16498026
Ray k51	721	113	12	0	0	2357212	803713	139985	0	0	824	15781	2437579	3211060	46,72	46,7	3788	2966	2485	763	209	324	406	780	1	1	5824	3	0 + 1 part	114	69,559	1,091	0	160,19	0,4	3265	3290	2617	129	4	15781	3758	2949	2481	763	210	325	407	781	evo_1286_AP.026	3211060	1469507	strain	4	3576 + 1248 part	68,64588329
Ray k51	114	13	4	0	0	328018	113824	55894	0	0	150	19630	353768	3098187	46,69	46,68	3169	NA	1942	NA	30	NA	67	NA	1	1	5824	1	0 + 0 part	0	11,182	1,021	0	282,01	1,44	478	478	387	15	1	19490	3021	0	1907	NA	31	NA	69	NA	evo_1286_AP.033	3098187	689246	strain	4	498 + 306 part	33,37012905
Ray k51	16	4	1	1	0	73301	47306	29140	29140	0	31	29140	83559	3083256	46,79	46,67	5955	NA	1825	NA	3	NA	9	NA	1	1	4709	0	0 + 0 part	0	2,71	1	0	195,07	0	107	107	83	5	0	29139	5955	0	1781	NA	3	NA	10	NA	evo_1286_AP.037	3083256	501952	strain	4	125 + 71 part	24,41989896
Ray Blacklight k64	47	40	40	34	25	5539099	5526097	5526097	5411821	5074631	48	496276	5539869	6278004	66,54	66,49	287584	246855	131238	91697	8	9	15	20	22	16	2724953	0	0 + 2 part	313	84,994	1,038	0	0,09	0	4919	5116	4687	721	66	496276	158200	152275	94467	54053	11	13	22	29	1030752	6278004	4133072	uniq	4	10131 + 95 part	98,75125916
Ray Blacklight k64	0	0	0	0	0	0	0	0	0	0	8	997	5415	4620491	59,41	62,12	603	NA	581	NA	4	NA	6	NA	0	0	0	0	0 + 0 part	0	0,117	1	0	18,47	0	11	11	9	0	0	997	603	0	580	NA	4	NA	6	NA	1030755	4620491	336727	uniq	4	1 + 18 part	10,93153303
Ray Blacklight k64	17	0	0	0	0	20377	0	0	0	0	606	1610	389089	4900391	41,48	41,31	620	NA	551	NA	254	NA	421	NA	0	0	0	0	0 + 1 part	14	7,846	1,012	0	8,32	0	751	751	549	0	0	1610	620	0	551	NA	254	NA	421	NA	1030836	4900391	579419	uniq	4	84 + 920 part	17,73590107
Ray Blacklight k64	0	0	0	0	0	0	0	0	0	0	1	549	549	3289345	54,46	68,33	549	NA	549	NA	1	NA	1	NA	0	0	0	0	0 + 0 part	0	0,017	1	0	0	0	NA	NA	NA	NA	NA	549	549	0	549	NA	1	NA	1	NA	1030878	3289345	117951	uniq	4	0 + 0 part	5,378776018
Ray Blacklight k64	76	67	61	50	42	6896986	6876362	6834120	6647933	6347327	77	756354	6897634	7281938	53,14	53,04	169621	166120	90745	82259	12	13	25	28	21	17	1367358	1	0 + 3 part	1044	89,238	1,061	0,25	1,14	0,15	5477	5756	5092	910	144	756033	163705	159946	82070	68075	13	14	27	31	1035900	7281938	4418897	uniq	4	7368 + 103 part	91,02447041
Ray Blacklight k64	19	8	4	1	0	139937	112919	80344	32958	0	22	32958	141991	2199979	30,2	30,96	11141	NA	7279	NA	4	NA	8	NA	2	1	32958	5	0 + 2 part	322	6,336	1,016	657,79	737,48	2,15	180	181	136	12	0	23846	9564	0	7279	NA	5	NA	9	NA	1035930	2199979	220904	strain	4	98 + 40 part	15,06178014
Ray Blacklight k64	1	0	0	0	0	1821	0	0	0	0	12	1821	8689	4677460	43,62	40,62	662	NA	545	NA	5	NA	8	NA	0	0	0	0	0 + 0 part	0	0,186	1	0	57,54	0	13	13	7	0	0	1821	662	0	545	NA	5	NA	8	NA	1036539	4677460	349514	uniq	4	0 + 23 part	11,20845502
Ray Blacklight k64	20	18	18	17	14	2653287	2649544	2649544	2638254	2532651	20	447530	2653287	2659575	46,82	46,82	219069	219069	115490	115490	4	4	8	8	5	5	445541	0	0 + 1 part	18	97,295	1,025	0	0,35	0	2365	2420	2164	373	46	447504	198025	198025	115490	115490	4	4	8	8	1036554	2659575	8168678	uniq	4	5742 + 46 part	460,7133471
Ray Blacklight k64	0	0	0	0	0	0	0	0	0	0	1	593	593	3184472	61,38	61,56	593	NA	593	NA	1	NA	1	NA	0	0	0	0	0 + 0 part	0	0,019	1	0	0	0	1	1	1	0	0	593	593	0	593	NA	1	NA	1	NA	1036608	3184472	122192	uniq	4	0 + 3 part	5,755679434
Ray Blacklight k64	0	0	0	0	0	0	0	0	0	0	7	692	4029	2638923	30,55	27,72	550	NA	526	NA	4	NA	6	NA	0	0	0	0	0 + 1 part	41	0,151	1	0	0	0	8	8	6	0	0	651	550	0	526	NA	4	NA	6	NA	1036641	2638923	191369	uniq	4	2 + 16 part	10,87767623
Ray Blacklight k64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1036707	4060624	72323	uniq	4	NA	2,671621406
Ray Blacklight k64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1036728	2032530	37251	uniq	4	NA	2,749110714
Ray Blacklight k64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1036743	5216281	73921	uniq	4	NA	2,125681113
Ray Blacklight k64	2201	154	4	0	0	5596041	988298	48419	0	0	2765	15209	6029208	6467702	54,94	54,95	2753	2590	1744	1536	718	800	1406	1607	6	6	14354	145	0 + 1 part	62	88,982	1,048	318,96	3,51	0,02	7094	7116	5663	599	36	15209	2719	2578	1728	1520	724	806	1418	1621	1036755	6467702	1342188	uniq	4	3863 + 3125 part	31,12824308
Ray Blacklight k64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1048783	2431652	107568	uniq	4	NA	6,63548896
Ray Blacklight k64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1048993	3845825	41609	uniq	4	NA	1,622889757
Ray Blacklight k64	91	85	77	45	23	3735904	3722775	3664076	3131347	2389027	92	238428	3736877	4107985	65,7	65,68	64613	57722	32449	25283	14	17	34	44	2	2	218681	4	0 + 1 part	94	88,144	1,032	12,52	1,38	0	3675	3760	3364	451	35	238426	64613	57178	32449	25283	14	18	34	44	1049005	4107985	1346963	uniq	4	6919 + 180 part	49,18334658
Ray Blacklight k64	571	31	13	5	1	1478749	440063	314461	206742	50743	751	50743	1621406	3268305	35,85	35,77	2548	NA	1470	NA	145	NA	357	NA	8	7	45343	110	0 + 0 part	0	47,186	1,052	723,88	42,02	0,26	2047	2054	1669	118	6	50643	2430	0	1456	NA	152	NA	371	NA	1049056	3268305	1639674	strain	4	1148 + 1324 part	75,25341117
Ray Blacklight k64	0	0	0	0	0	0	0	0	0	0	2	869	1387	3125442	63,37	68,22	869	NA	518	NA	1	NA	2	NA	0	0	0	0	0 + 0 part	0	0,044	1	0	0	0	3	3	3	0	0	869	869	0	518	NA	1	NA	2	NA	1049089	3125442	150629	uniq	4	2 + 5 part	7,229169506
Ray Blacklight k64	685	364	152	11	2	4890426	4015886	2458391	401330	117986	753	65933	4944203	5192961	66,88	66,83	9928	9634	6112	5367	154	167	309	341	13	12	141916	100	0 + 3 part	571	87,524	1,088	266,92	78,66	1,39	5394	5527	4641	521	35	65933	9875	9514	5998	5290	158	171	316	349	1052944	5192961	257982	strain	4	5429 + 957 part	7,451875722
Ray Blacklight k64	79	16	8	1	0	282081	190731	131014	31376	0	408	31376	506849	4767709	64,87	67,04	1174	NA	718	NA	53	NA	197	NA	11	11	118553	4	0 + 2 part	19621	9,747	1,049	112,26	264,25	12,7	810	816	575	28	3	23303	996	0	657	NA	88	NA	248	NA	1052947	4767709	753707	strain	4	363 + 532 part	23,71286712
Ray Blacklight k64	37	23	9	1	0	300264	262016	151748	34316	0	41	34316	303290	5190212	65,83	66,83	10303	NA	7927	NA	9	NA	18	NA	9	6	102269	5	0 + 2 part	138	5,624	1,04	192,55	69,55	1,71	350	360	280	34	0	20380	8600	0	6637	NA	13	NA	23	NA	1053058	5190212	1025896	strain	4	377 + 80 part	29,64896232
