"Assembly"	"X..contigs.....1000.bp."	"X..contigs.....5000.bp."	"X..contigs.....10000.bp."	"X..contigs.....25000.bp."	"X..contigs.....50000.bp."	"Total.length.....1000.bp."	"Total.length.....5000.bp."	"Total.length.....10000.bp."	"Total.length.....25000.bp."	"Total.length.....50000.bp."	"X..contigs"	"Largest.contig"	"Total.length"	"Reference.length"	"GC...."	"Reference.GC...."	"N50"	"NG50"	"N75"	"NG75"	"L50"	"LG50"	"L75"	"LG75"	"X..misassemblies"	"X..misassembled.contigs"	"Misassembled.contigs.length"	"X..local.misassemblies"	"X..unaligned.contigs"	"Unaligned.length"	"Genome.fraction...."	"Duplication.ratio"	"X..N.s.per.100.kbp"	"X..mismatches.per.100.kbp"	"X..indels.per.100.kbp"	"X..predicted.genes..unique."	"X..predicted.genes.....0.bp."	"X..predicted.genes.....300.bp."	"X..predicted.genes.....1500.bp."	"X..predicted.genes.....3000.bp."	"Largest.alignment"	"NA50"	"NGA50"	"NA75"	"NGA75"	"LA50"	"LGA50"	"LA75"	"LGA75"	"gid"	"refLength"	"refMapping"	"group"	"assemblerGroup"	"assemblerRealName"	"cov"
"Gold_Standard_0"	109	93	84	62	36	5431076	5381124	5315927	4958236	4036748	109	422291	5431076	5431076	67.8	67.8	90183	"90183"	49627	"49627"	17	"17"	37	"37"	0	0	0	0	"0 + 0 part"	0	99.985	1	15.63	0	0	"5466"	"5503"	"4766"	"621"	"40"	422291	"90183"	90183	"49627"	"49627"	"17"	"17"	"37"	"37"	"1052950"	5431076	491164	"uniq"	"1"	"Gold Standard"	13.5653782049818
"Gold_Standard_0"	127	95	74	44	27	4217986	4139164	3987107	3471920	2859385	127	236305	4217986	4217986	67.73	67.73	71949	"71949"	39338	"39338"	15	"15"	34	"34"	0	0	0	0	"0 + 0 part"	0	99.994	1	6.28	0	0	"4211"	"4235"	"3705"	"507"	"35"	236305	"71949"	71949	"39338"	"39338"	"15"	"15"	"34"	"34"	"1052953"	4217986	70576	"uniq"	"1"	"Gold Standard"	2.50982340861255
"Gold_Standard_0"	56	32	22	11	7	2513744	2457219	2385591	2214737	2075878	56	792923	2513744	2513744	66.15	66.15	419937	"419937"	125603	"125603"	3	"3"	5	"5"	0	0	0	0	"0 + 0 part"	0	99.997	1	4.18	0	0	"2645"	"2648"	"2205"	"303"	"19"	792923	"419937"	419937	"125603"	"125603"	"3"	"3"	"5"	"5"	"1052959"	2513744	433346	"strain"	"1"	"Gold Standard"	25.8585997619487
"Gold_Standard_0"	40	27	19	12	6	2364912	2336458	2278074	2150040	1933061	40	966710	2364912	2364912	66.55	66.55	544557	"544557"	93150	"93150"	2	"2"	4	"4"	0	0	0	0	"0 + 0 part"	0	100	1	0	0	0	"2460"	"2467"	"2073"	"291"	"18"	966710	"544557"	544557	"93150"	"93150"	"2"	"2"	"4"	"4"	"1052965"	2364912	672720	"strain"	"1"	"Gold Standard"	42.668818120928
"Gold_Standard_0"	68	55	47	28	19	3864762	3835586	3777494	3468131	3092162	68	592917	3864762	3864762	66.31	66.31	151257	"151257"	78151	"78151"	8	"8"	17	"17"	0	0	0	0	"0 + 0 part"	0	100	1	0	0	0	"3761"	"3761"	"3317"	"522"	"52"	592917	"151257"	151257	"78151"	"78151"	"8"	"8"	"17"	"17"	"1052968"	3864762	1404725	"strain"	"1"	"Gold Standard"	54.5204982868285
"Gold_Standard_0"	114	87	75	51	25	3648644	3595099	3502269	3074103	2071624	114	202291	3648644	3648644	42.12	42.12	51861	"51861"	37624	"37624"	21	"21"	40	"40"	0	0	0	0	"0 + 0 part"	0	99.946	1.001	54.27	0	0	"3568"	"3575"	"3107"	"411"	"28"	202291	"51861"	51861	"37624"	"37624"	"21"	"21"	"40"	"40"	"1052974"	3648644	341271	"strain"	"1"	"Gold Standard"	14.0300478753203
"Gold_Standard_0"	16	14	14	13	13	3602225	3597072	3597072	3576743	3576743	16	842639	3602225	3602225	41.99	41.99	485361	"485361"	195651	"195651"	3	"3"	7	"7"	0	0	0	0	"0 + 0 part"	0	99.986	1	14.3	0	0	"3524"	"3528"	"3118"	"378"	"25"	842639	"485361"	485361	"195651"	"195651"	"3"	"3"	"7"	"7"	"1052977"	3602225	182120	"strain"	"1"	"Gold Standard"	7.58364621865652
"Gold_Standard_0"	184	128	88	58	34	6919612	6799695	6493551	6045030	5153026	184	374759	6919612	6919612	61.97	61.97	154305	"154305"	49684	"49684"	16	"16"	35	"35"	0	0	0	0	"0 + 0 part"	0	99.926	1.001	4.05	0	0	"6872"	"6910"	"5856"	"765"	"62"	374759	"154305"	154305	"49684"	"49684"	"16"	"16"	"35"	"35"	"1052992"	6919612	9256675	"strain"	"1"	"Gold Standard"	200.661720628266
"Gold_Standard_0"	117	95	83	58	39	6860017	6816520	6723286	6341024	5668490	117	412242	6860017	6860017	62.08	62.08	137517	"137517"	67302	"67302"	14	"14"	31	"31"	0	0	0	0	"0 + 0 part"	0	99.953	1	47.16	0	0	"6591"	"6613"	"5735"	"788"	"60"	412242	"137517"	137517	"67302"	"67302"	"14"	"14"	"31"	"31"	"1052995"	6860017	1681048	"strain"	"1"	"Gold Standard"	36.7575182393863
"Gold_Standard_0"	22	17	12	10	10	2512854	2497187	2467905	2434164	2434164	22	703990	2512854	2512854	56	56	270060	"270060"	246769	"246769"	3	"3"	5	"5"	0	0	0	0	"0 + 0 part"	0	99.937	1.001	64.27	0	0	"2414"	"2419"	"2100"	"287"	"20"	703990	"270060"	270060	"245174"	"245174"	"3"	"3"	"5"	"5"	"1052998"	2512854	8175198	"strain"	"1"	"Gold Standard"	488.002764983561
"Gold_Standard_0"	26	22	21	18	15	2627482	2617964	2612239	2572820	2472750	26	622897	2627482	2627482	55.8	55.8	162171	"162171"	118587	"118587"	5	"5"	9	"9"	0	0	0	0	"0 + 0 part"	0	100	1	0	0	0	"2519"	"2522"	"2188"	"297"	"21"	622897	"162171"	162171	"118587"	"118587"	"5"	"5"	"9"	"9"	"1053004"	2627482	95009	"strain"	"1"	"Gold Standard"	5.42395723357953
"Gold_Standard_0"	36	24	17	13	11	3687444	3663636	3614765	3548581	3491543	36	747330	3687444	3687444	63.98	63.98	307741	"307741"	262487	"262487"	4	"4"	7	"7"	0	0	0	0	"0 + 0 part"	0	99.918	1.001	81.9	0	0	"3304"	"3308"	"2989"	"566"	"67"	747330	"307741"	307741	"260952"	"260952"	"4"	"4"	"7"	"7"	"1053022"	3687444	1005316	"strain"	"1"	"Gold Standard"	40.8948312164198
"Gold_Standard_0"	44	31	30	21	18	3764101	3732768	3727662	3579392	3468433	44	494469	3764101	3764101	64.03	64.03	264462	"264462"	118597	"118597"	6	"6"	11	"11"	0	0	0	0	"0 + 0 part"	0	99.994	1	6.24	0	0	"3446"	"3448"	"3059"	"580"	"61"	494469	"264462"	264462	"118597"	"118597"	"6"	"6"	"11"	"11"	"1053025"	3764101	265376	"strain"	"1"	"Gold Standard"	10.5752741491262
"Gold_Standard_0"	25	22	21	18	16	3769101	3761234	3754419	3703429	3635201	25	734894	3769101	3769101	63.91	63.91	298576	"298576"	170547	"170547"	4	"4"	8	"8"	0	0	0	0	"0 + 0 part"	0	99.915	1.001	85.72	0	0	"3400"	"3406"	"3055"	"570"	"69"	731673	"298576"	298576	"170547"	"170547"	"4"	"4"	"8"	"8"	"1053028"	3769101	812701	"strain"	"1"	"Gold Standard"	32.3432961865442
"Gold_Standard_0"	29	25	25	21	18	3805060	3794664	3794664	3724356	3630120	29	476945	3805060	3805060	64.75	64.75	296355	"296355"	161375	"161375"	6	"6"	11	"11"	0	0	0	0	"0 + 0 part"	0	99.908	1.001	91.8	0	0	"3346"	"3364"	"3014"	"575"	"77"	474204	"296355"	296355	"161375"	"161375"	"6"	"6"	"11"	"11"	"1053031"	3805060	205178	"uniq"	"1"	"Gold Standard"	8.08836128733844
"Gold_Standard_0"	157	116	89	37	7	2682568	2566769	2371250	1547415	470297	157	78956	2682568	2683588	34.06	34.06	29751	"29751"	15466	"15466"	30	"30"	62	"62"	0	0	0	0	"0 + 0 part"	0	99.831	1.001	131.63	0	0	"2816"	"2826"	"2345"	"302"	"22"	78956	"29751"	29751	"15220"	"15220"	"30"	"30"	"62"	"62"	"1053034"	2683588	29371	"strain"	"1"	"Gold Standard"	1.64170133418394
"Gold_Standard_0"	131	101	78	39	13	2729754	2650695	2482588	1856065	917472	131	109558	2729754	2728734	34.31	34.31	38201	"38201"	20920	"20920"	24	"24"	48	"48"	0	0	0	0	"0 + 0 part"	0	100	1	2.42	0	0	"2839"	"2846"	"2377"	"307"	"22"	109558	"38201"	38201	"20920"	"20920"	"24"	"24"	"48"	"48"	"1053037"	2728734	660070	"strain"	"1"	"Gold Standard"	36.2844088137576
"Gold_Standard_0"	67	54	50	40	29	7144647	7111708	7081682	6914395	6507153	67	693575	7144647	7144647	68.31	68.31	284397	"284397"	141373	"141373"	8	"8"	17	"17"	0	0	0	0	"0 + 0 part"	0	99.964	1	36.07	0	0	"6576"	"6579"	"5873"	"1008"	"108"	693575	"283667"	283667	"141373"	"141373"	"8"	"8"	"17"	"17"	"1053040"	7144647	4925675	"uniq"	"1"	"Gold Standard"	103.413261704882
"Gold_Standard_0"	65	51	48	38	32	6600894	6566050	6541690	6401518	6199821	65	769567	6600894	6600894	70.79	70.79	207215	"207215"	130663	"130663"	8	"8"	18	"18"	0	0	0	0	"0 + 0 part"	0	99.998	1	2.05	0	0	"6015"	"6027"	"5514"	"878"	"112"	769462	"207215"	207215	"130663"	"130663"	"8"	"8"	"18"	"18"	"1053049"	6600894	620207	"uniq"	"1"	"Gold Standard"	14.093704580016
"Gold_Standard_0"	38	33	32	27	19	5028997	5016956	5010996	4921578	4588581	38	708374	5028997	5028997	67.55	67.55	328386	"328386"	171704	"171704"	5	"5"	11	"11"	0	0	0	0	"0 + 0 part"	0	99.973	1	26.74	0	0	"4549"	"4568"	"4100"	"635"	"83"	708374	"328386"	328386	"171704"	"171704"	"5"	"5"	"11"	"11"	"1053055"	5028997	240234	"uniq"	"1"	"Gold Standard"	7.16546460457224
"Gold_Standard_0"	38	35	28	23	17	4193379	4184072	4131624	4055672	3851706	38	677691	4193379	4198864	61.5	61.47	278938	"278938"	164530	"142902"	5	"5"	10	"11"	0	0	0	0	"0 + 0 part"	0	99.846	1	33.72	0	0	"4107"	"4107"	"3590"	"506"	"42"	677405	"278938"	278938	"164530"	"142902"	"5"	"5"	"10"	"11"	"1139_AA"	4198864	52190	"uniq"	"1"	"Gold Standard"	1.86443285612489
"Gold_Standard_0"	46	44	40	34	30	5696255	5688681	5661051	5576491	5441071	46	774907	5696255	5696255	66.71	66.71	242655	"242655"	134529	"134529"	8	"8"	17	"17"	0	0	0	0	"0 + 0 part"	0	99.998	1	4.62	0	0	"5437"	"5443"	"4792"	"699"	"72"	774907	"242655"	242655	"134529"	"134529"	"8"	"8"	"17"	"17"	"1139_AF"	5696255	32379	"uniq"	"1"	"Gold Standard"	0.852639146246086
"Gold_Standard_0"	33	30	27	20	17	5804683	5794191	5775485	5648711	5533796	33	1131710	5804683	5810167	59.36	59.34	413202	"413202"	285636	"285636"	4	"4"	8	"8"	0	0	0	0	"0 + 0 part"	0	99.906	1	2.7	0	0	"5644"	"5646"	"4988"	"667"	"59"	1131710	"413202"	413202	"285636"	"285636"	"4"	"4"	"8"	"8"	"1139_AL"	5810167	37577	"uniq"	"1"	"Gold Standard"	0.970118414840744
"Gold_Standard_0"	16	14	14	13	12	5580017	5575245	5575245	5551202	5505281	16	1318391	5580017	5593517	66.62	66.59	738237	"738237"	527807	"527807"	3	"3"	5	"5"	0	0	0	0	"0 + 0 part"	0	99.757	1	5.04	0	0	"5306"	"5306"	"4759"	"824"	"50"	1318391	"738237"	738237	"527807"	"527807"	"3"	"3"	"5"	"5"	"1139_AW"	5593517	1050885	"strain"	"1"	"Gold Standard"	28.1813302793216
"Gold_Standard_0"	14	13	13	12	12	4622396	4619728	4619728	4603122	4603122	14	855882	4622396	4627881	72.17	72.13	744082	"744082"	407578	"407578"	3	"3"	6	"6"	0	0	0	0	"0 + 0 part"	0	99.881	1	4.56	0	0	"4009"	"4009"	"3705"	"645"	"84"	855882	"744082"	744082	"407578"	"407578"	"3"	"3"	"6"	"6"	"1139_B"	4627881	2888177	"uniq"	"1"	"Gold Standard"	93.6122925373405
"Gold_Standard_0"	29	24	24	24	22	6322190	6309981	6309981	6309981	6231411	29	1214711	6322190	6327675	66.92	66.89	459038	"459038"	235242	"235242"	4	"4"	9	"9"	0	0	0	0	"0 + 0 part"	0	99.892	1	8.18	0	0	"5936"	"5936"	"5502"	"803"	"95"	1214711	"457706"	457706	"235242"	"235242"	"4"	"4"	"9"	"9"	"1139_BF"	6327675	686393	"strain"	"1"	"Gold Standard"	16.2712133603575
"Gold_Standard_0"	31	30	19	17	15	6119386	6117326	6055257	6026185	5963723	31	1314394	6119386	6070022	66.44	66.61	544548	"544548"	311327	"311327"	4	"4"	8	"8"	0	0	0	0	"0 + 0 part"	0	99.994	1.008	11.55	0	0	"5665"	"5738"	"5280"	"800"	"97"	1314394	"544548"	544548	"311327"	"311327"	"4"	"4"	"8"	"8"	"1139_CF"	6070022	2345168	"uniq"	"1"	"Gold Standard"	57.9528706815231
"Gold_Standard_0"	7	7	6	6	6	4654705	4654705	4645628	4645628	4645628	7	1910408	4654705	4660190	72.28	72.24	1148283	"1148283"	759734	"759734"	2	"2"	3	"3"	0	0	0	0	"0 + 0 part"	0	99.882	1	0.79	0	0	"4200"	"4200"	"3907"	"685"	"89"	1910408	"1148283"	1148283	"759734"	"759734"	"2"	"2"	"3"	"3"	"1139_CJ"	4660190	439028	"uniq"	"1"	"Gold Standard"	14.1312264092237
"Gold_Standard_0"	25	24	22	22	19	5745828	5744508	5728111	5728111	5606899	25	769994	5745828	5751313	65.8	65.78	370305	"370305"	217784	"217784"	6	"6"	11	"11"	0	0	0	0	"0 + 0 part"	0	99.905	1	5.19	0	0	"5399"	"5400"	"5026"	"749"	"91"	769994	"370305"	370305	"217784"	"217784"	"6"	"6"	"11"	"11"	"1139_CO"	5751313	333784	"uniq"	"1"	"Gold Standard"	8.70542083173008
"Gold_Standard_0"	26	22	18	17	15	5836754	5831107	5805314	5788099	5709781	26	756924	5836754	5520981	66.44	66.59	563527	"630331"	313718	"331362"	5	"4"	8	"7"	0	0	0	0	"0 + 0 part"	0	100	1.057	1.78	0	0	"5246"	"5569"	"4994"	"857"	"53"	756924	"563527"	630331	"313718"	"331362"	"5"	"4"	"8"	"7"	"1139_T"	5520981	562851	"strain"	"1"	"Gold Standard"	15.2921464500602
"Gold_Standard_0"	39	38	36	26	24	7199600	7197807	7187157	6999718	6927373	39	659109	7199600	7150668	66.15	66.11	448868	"448868"	208007	"208007"	7	"7"	13	"13"	0	0	0	0	"0 + 0 part"	0	99.923	1.008	4.74	0	0	"6229"	"6276"	"5770"	"1151"	"127"	659109	"448868"	448868	"208007"	"208007"	"7"	"7"	"13"	"13"	"1139_Y"	7150668	1565224	"strain"	"1"	"Gold Standard"	32.8337995834795
"Gold_Standard_0"	7	7	7	7	7	3867359	3867359	3867359	3867359	3867359	7	1363556	3867359	3867359	67.69	67.68	811021	"811021"	778340	"778340"	2	"2"	3	"3"	0	0	0	0	"0 + 0 part"	0	100	1	1.27	0	0	"3556"	"3556"	"3296"	"493"	"48"	1363556	"811021"	811021	"778340"	"778340"	"2"	"2"	"3"	"3"	"1220_A"	3867359	992264	"uniq"	"1"	"Gold Standard"	38.4861089958289
"Gold_Standard_0"	48	42	42	38	32	7664053	7648634	7648634	7582177	7350399	48	1122288	7664053	7664053	44.48	44.47	348739	"348739"	167057	"167057"	7	"7"	15	"15"	0	0	0	0	"0 + 0 part"	0	99.995	1	17.89	0	0	"6685"	"6685"	"5865"	"1033"	"123"	1122288	"348739"	348739	"167057"	"167057"	"7"	"7"	"15"	"15"	"1220_AO"	7664053	95174	"strain"	"1"	"Gold Standard"	1.8627350306685
"Gold_Standard_0"	20	5	5	5	5	4492106	4471564	4471564	4471564	4471564	20	1510473	4492106	4492106	70.45	70.44	1226054	"1226054"	927450	"927450"	2	"2"	3	"3"	0	0	0	0	"0 + 0 part"	0	100	1	8.19	0	0	"4152"	"4152"	"3819"	"590"	"61"	1510473	"1226054"	1226054	"927450"	"927450"	"2"	"2"	"3"	"3"	"1220_AR"	4492106	391673	"uniq"	"1"	"Gold Standard"	13.0787096297371
"Gold_Standard_0"	4	2	2	2	2	4247614	4244883	4244883	4244883	4244883	4	3466239	4247614	4247614	72.52	72.52	3466239	"3466239"	3466239	"3466239"	1	"1"	1	"1"	0	0	0	0	"0 + 0 part"	0	100	1	1.93	0	0	"3895"	"3895"	"3624"	"615"	"73"	3466239	"3466239"	3466239	"3466239"	"3466239"	"1"	"1"	"1"	"1"	"1220_AX"	4247614	2945710	"strain"	"1"	"Gold Standard"	104.024635948558
"Gold_Standard_0"	15	11	10	10	10	5210753	5205303	5198064	5198064	5198064	15	756103	5210753	5513026	66.75	66.61	629971	"629971"	531402	"482018"	4	"4"	6	"7"	0	0	0	0	"0 + 0 part"	0	94.517	1	2.78	0	0	"4922"	"4922"	"4419"	"778"	"49"	756103	"629971"	629971	"531402"	"482018"	"4"	"4"	"6"	"7"	"1220_BB"	5513026	140835	"strain"	"1"	"Gold Standard"	3.8318792619516
"Gold_Standard_0"	38	34	32	27	24	7225314	7218335	7207409	7113216	7000120	38	1043481	7225314	7279731	66.08	66.08	446234	"446234"	208326	"194094"	6	"6"	12	"13"	0	0	0	0	"1 + 0 part"	1477	99.232	1	4.48	0	0	"6310"	"6310"	"5796"	"1153"	"134"	1043481	"446234"	446234	"208326"	"194094"	"6"	"6"	"12"	"13"	"1220_BD"	7279731	1318426	"strain"	"1"	"Gold Standard"	27.1663746915923
"Gold_Standard_0"	64	51	43	31	24	4620715	4585110	4530388	4351640	4109366	64	486513	4620715	4620715	60.88	60.87	201960	"201960"	95794	"95794"	7	"7"	16	"16"	0	0	0	0	"0 + 0 part"	0	99.998	1	15.3	0	0	"4532"	"4534"	"3964"	"555"	"49"	486513	"201960"	201960	"95794"	"95794"	"7"	"7"	"16"	"16"	"1220_CF"	4620715	1863645	"uniq"	"1"	"Gold Standard"	60.4985916681726
"Gold_Standard_0"	14	14	13	13	13	7282860	7282860	7277137	7277137	7277137	14	3020250	7282860	7282860	67.32	67.31	885723	"885723"	384580	"384580"	2	"2"	6	"6"	0	0	0	0	"0 + 0 part"	0	100	1	1.98	0	0	"6727"	"6728"	"6099"	"845"	"104"	3020250	"885723"	885723	"384580"	"384580"	"2"	"2"	"6"	"6"	"1220_E"	7282860	839211	"uniq"	"1"	"Gold Standard"	17.2846450432934
"Gold_Standard_0"	10	9	8	8	7	3637840	3636267	3628057	3628057	3579775	10	901467	3637840	3637840	69.93	69.92	563084	"563084"	541720	"541720"	3	"3"	4	"4"	0	0	0	0	"0 + 0 part"	0	100	1	1.02	0	0	"3429"	"3429"	"3156"	"484"	"51"	901467	"563084"	563084	"541720"	"541720"	"3"	"3"	"4"	"4"	"1220_X"	3637840	1483470	"uniq"	"1"	"Gold Standard"	61.1683031689134
"Gold_Standard_0"	7	6	6	6	6	3273574	3272342	3272342	3272342	3272342	7	1450056	3273574	3462151	71.77	71.78	830248	"830248"	461052	"461052"	2	"2"	3	"3"	0	0	0	0	"0 + 0 part"	0	94.553	1	0.61	0	0	"3122"	"3122"	"2903"	"425"	"37"	1450056	"830248"	830248	"461052"	"461052"	"2"	"2"	"3"	"3"	"1285_AC"	3462151	470759	"strain"	"1"	"Gold Standard"	20.3959474904474
"Gold_Standard_0"	45	38	33	28	24	5721797	5705739	5678212	5614256	5463147	45	575691	5721797	5721797	64.09	64.09	281886	"281886"	207902	"207902"	8	"8"	14	"14"	0	0	0	0	"0 + 0 part"	0	100	1	4.44	0	0	"5303"	"5303"	"4865"	"682"	"73"	575691	"281886"	281886	"207902"	"207902"	"8"	"8"	"14"	"14"	"1285_AD"	5721797	9256608	"uniq"	"1"	"Gold Standard"	242.666980321043
"Gold_Standard_0"	12	9	9	8	8	4742537	4737543	4737543	4718033	4718033	12	2245446	4742537	4742537	72.31	72.31	944668	"944668"	536087	"536087"	2	"2"	3	"3"	0	0	0	0	"0 + 0 part"	0	100	1	1.35	0	0	"4320"	"4320"	"3985"	"688"	"86"	2245446	"944668"	944668	"536087"	"536087"	"2"	"2"	"3"	"3"	"1285_AK"	4742537	70338	"uniq"	"1"	"Gold Standard"	2.22469534765886
"Gold_Standard_0"	15	14	12	11	8	3353784	3349681	3334609	3324480	3229553	15	1537922	3353784	3353784	38.33	38.33	436909	"436909"	285912	"285912"	2	"2"	4	"4"	0	0	0	0	"0 + 0 part"	0	100	1	2.03	0	0	"3095"	"3096"	"2801"	"487"	"55"	1537922	"436909"	436909	"285912"	"285912"	"2"	"2"	"4"	"4"	"1285_BD"	3353784	61736	"uniq"	"1"	"Gold Standard"	2.7611796108515
"Gold_Standard_0"	7	6	6	6	5	4166651	4164943	4164943	4164943	4132874	7	1004472	4166651	4166651	71.77	71.77	783764	"783764"	713010	"713010"	3	"3"	4	"4"	0	0	0	0	"0 + 0 part"	0	100	1	1.34	0	0	"3843"	"3843"	"3542"	"588"	"68"	1004472	"783764"	783764	"713010"	"713010"	"3"	"3"	"4"	"4"	"1285_BF"	4166651	1110447	"uniq"	"1"	"Gold Standard"	39.9762423106711
"Gold_Standard_0"	4	4	4	4	4	3571516	3571516	3571516	3571516	3571516	4	1982039	3571516	3571516	71.75	71.75	1982039	"1982039"	833489	"833489"	1	"1"	2	"2"	0	0	0	0	"0 + 0 part"	0	100	1	0.59	0	0	"3478"	"3478"	"3178"	"448"	"38"	1982039	"1982039"	1982039	"833489"	"833489"	"1"	"1"	"2"	"2"	"1285_BO"	3571516	590576	"strain"	"1"	"Gold Standard"	24.8035848082439
"Gold_Standard_0"	9	7	7	6	6	3525465	3519263	3519263	3503537	3503537	9	997909	3525465	2940342	48.16	48.24	585123	"642288"	525859	"585123"	3	"2"	4	"3"	0	0	0	0	"0 + 0 part"	0	100	1.199	1.56	0	0	"2724"	"3292"	"3030"	"489"	"54"	997909	"585123"	642288	"525859"	"585123"	"3"	"2"	"4"	"3"	"1285_BV"	2940342	108308	"strain"	"1"	"Gold Standard"	5.52527563120208
"Gold_Standard_0"	14	13	13	13	12	3926430	3925023	3925023	3925023	3884004	14	899245	3926430	3926430	70.54	70.54	605121	"605121"	437756	"437756"	3	"3"	5	"5"	0	0	0	0	"0 + 0 part"	0	100	1	1.3	0	0	"3558"	"3558"	"3268"	"485"	"61"	899245	"605121"	605121	"437756"	"437756"	"3"	"3"	"5"	"5"	"1285_CF"	3926430	220405	"uniq"	"1"	"Gold Standard"	8.42005333088836
"Gold_Standard_0"	8	7	7	7	6	3733197	3732104	3732104	3732104	3703290	8	1329336	3733197	3733197	67.02	67.02	1083389	"1083389"	440528	"440528"	2	"2"	3	"3"	0	0	0	0	"0 + 0 part"	0	100	1	0.62	0	0	"3508"	"3508"	"3076"	"568"	"56"	1329336	"1083389"	1083389	"440528"	"440528"	"2"	"2"	"3"	"3"	"1285_CG"	3733197	876331	"uniq"	"1"	"Gold Standard"	35.2110135093326
"Gold_Standard_0"	7	6	6	6	6	3649665	3648436	3648436	3648436	3648436	7	1586886	3649665	3461088	71.8	71.78	1120074	"1120074"	460991	"1120074"	2	"2"	3	"2"	0	0	0	0	"0 + 0 part"	0	100	1.054	0.79	0	0	"3294"	"3469"	"3228"	"462"	"42"	1586886	"1120074"	1120074	"460991"	"1120074"	"2"	"2"	"3"	"2"	"1285_CK"	3461088	973385	"strain"	"1"	"Gold Standard"	42.1855064072338
"Gold_Standard_0"	13	12	12	12	11	4780472	4778609	4778609	4778609	4728668	13	1550853	4780472	4780472	37.78	37.78	557215	"557215"	439180	"439180"	3	"3"	5	"5"	0	0	0	0	"0 + 0 part"	0	100	1	3.14	0	0	"4140"	"4140"	"3709"	"719"	"115"	1550853	"557215"	557215	"439180"	"439180"	"3"	"3"	"5"	"5"	"1286_AF"	4780472	302487	"uniq"	"1"	"Gold Standard"	9.49133265501817
"Gold_Standard_0"	15	15	15	14	12	4191824	4191824	4191824	4170523	4115556	15	804273	4191824	3908067	69.79	69.92	699723	"699723"	256280	"256328"	3	"3"	6	"5"	0	0	0	0	"0 + 0 part"	0	100	1.073	0.67	0	0	"3601"	"3872"	"3531"	"539"	"48"	804273	"699723"	699723	"256280"	"256328"	"3"	"3"	"6"	"5"	"1286_AO"	3908067	252081	"strain"	"1"	"Gold Standard"	9.67540986375106
"Gold_Standard_0"	9	7	7	6	6	3028624	3024416	3024416	3008660	3008660	9	919897	3028624	3028624	48.24	48.24	780605	"780605"	459546	"459546"	2	"2"	4	"4"	0	0	0	0	"0 + 0 part"	0	100	1	0.66	0	0	"2847"	"2847"	"2611"	"416"	"50"	919897	"780605"	780605	"459546"	"459546"	"2"	"2"	"4"	"4"	"1286_BD"	3028624	186531	"strain"	"1"	"Gold Standard"	9.2384033145085
"Gold_Standard_0"	8	7	7	6	5	2351473	2349032	2349032	2333289	2290298	8	955577	2351473	2936596	48.4	48.26	527005	"527005"	421289	"331023"	2	"2"	3	"4"	0	0	0	0	"0 + 0 part"	0	80.075	1	2.68	0	0	"2154"	"2154"	"2001"	"335"	"42"	955577	"527005"	527005	"421289"	"331023"	"2"	"2"	"3"	"4"	"1286_BU"	2936596	262395	"strain"	"1"	"Gold Standard"	13.403018324618
"Gold_Standard_0"	17	14	13	12	11	4363027	4357148	4348440	4332178	4286379	17	592147	4363027	4363027	68.17	68.17	544214	"544214"	506571	"506571"	4	"4"	6	"6"	0	0	0	0	"0 + 0 part"	0	100	1	3.9	0	0	"4106"	"4106"	"3720"	"556"	"56"	592147	"544214"	544214	"506571"	"506571"	"4"	"4"	"6"	"6"	"1286_BV"	4363027	2379803	"uniq"	"1"	"Gold Standard"	81.8171535495884
"Gold_Standard_0"	13	10	10	8	6	3316156	3309030	3309030	3281439	3202862	13	2234767	3316156	3316156	46.71	46.71	2234767	"2234767"	290828	"290828"	1	"1"	2	"2"	0	0	0	0	"0 + 0 part"	0	100	1	0.93	0	0	"3349"	"3349"	"3022"	"377"	"25"	2234767	"2234767"	2234767	"290828"	"290828"	"1"	"1"	"2"	"2"	"1286_G"	3316156	992544	"strain"	"1"	"Gold Standard"	44.8958372284054
"Gold_Standard_0"	10	10	10	9	9	3558700	3558700	3558700	3537398	3537398	10	804467	3558700	3842457	70.04	69.89	699630	"699630"	471903	"186002"	3	"3"	4	"5"	0	0	0	0	"0 + 0 part"	0	92.615	1	0.65	0	0	"3273"	"3273"	"2987"	"459"	"37"	804467	"699630"	699630	"471903"	"186002"	"3"	"3"	"4"	"5"	"1286_Y"	3842457	9040905	"strain"	"1"	"Gold Standard"	352.93452861021
"Gold_Standard_0"	28	26	26	25	24	9126687	9121395	9121395	9097703	9066501	28	1294366	9126687	9212281	71.52	71.52	711398	"675812"	275636	"275636"	5	"6"	11	"11"	0	0	0	0	"0 + 0 part"	0	99.069	1	3.86	0	0	"7993"	"7994"	"7232"	"1154"	"162"	1294366	"711398"	675812	"275636"	"275636"	"5"	"6"	"11"	"11"	"1287_BC"	9212281	345778	"strain"	"1"	"Gold Standard"	5.63016911880999
"Gold_Standard_0"	9	8	8	8	8	4294604	4289820	4289820	4289820	4289820	9	749815	4294604	4294604	70.71	70.71	614079	"614079"	509091	"509091"	4	"4"	6	"6"	0	0	0	0	"0 + 0 part"	0	100	1	0.37	0	0	"3978"	"3978"	"3660"	"572"	"59"	749815	"614079"	614079	"509091"	"509091"	"4"	"4"	"6"	"6"	"1287_BD"	4294604	378056	"strain"	"1"	"Gold Standard"	13.2045702001861
